author:ID(Author)
"""Colored Quartet"" (name unknown)"
"Aaberg, J. C. (Jens Christian)"
"Stewart, A. A. (Alexander A.)"
"Stewart, Agnes Grainger"
"Stewart, Alexander"
"Stewart, Anna Bird"
"Stewart, Cal"
"Stewart, Caroline Taylor"
"Stewart, Caroline"
"Stewart, Charles Alexander"
"Stewart, Charles D. (Charles David)"
"Stewart, Donald Ogden"
"Stewart, Elinore Pruitt"
"Stewart, George"
"Stewart, Jane L."
"Stewart, John"
"Stewart, Maria L."
"Stickney, J. H. (Jenny H.)"
"Stidger, William L. (William Le Roy)"
"Stieglitz, Julius"
"Stiel, Paul"
"Stifter, Adalbert"
"Stigand, C. H. (Chauncy Hugh)"
"Stiles, Henry Reed"
"Still, A. T. (Andrew Taylor)"
"Still, John"
"Still, William"
"Stillman, William James"
"Stillwell, Leander"
"Stilson, Charles B. (Charles Billings)"
"Stimpson, Herbert Baird"
"Stimpson, Mary Stoyell"
"Stimson, Dorothy"
"Stimson, Frederic Jesup"
"Stinde, Julius"
"Stine, Thomas Ostenson"
"Stirling, M. W."
"Stirling, Willam"
"Stirner, Max"
"Stjernstedt, Georg"
"Stobart, M. A. (Mabel Annie)"
"Stock, Eugene"
"Stock, Ralph"
"Stock, St. George William Joseph"
"Stockham, Richard"
"Stocking, Abner"
"Stocking, Charles Francis"
"Stockley, Cynthia"
"Stockton, Frank Richard"
"Stoddard, Charles Warren"
"Stoddard, Elizabeth"
"Stoddard, John L. (John Lawson)"
"Stoddard, Lorimer"
"Stoddard, Lothrop"
"Stoddard, Richard Henry"
"Stoddard, William Osborn"
"Stoddart, Thomas Tod"
"Stoerk, Felix"
"Stojan, Harry"
"Stoke, Melis"
"Stoker, Bram"
"Stokes, George Thomas"
"Stokes, John H. (John Hinchman)"
"Stokes, John Lort"
"Stokes, Katherine"
"Stokes, Roy Eliot"
"Stokes, Winston"
"Stolz, Mme. de"
"Stone, A."
"Stone, Barney"
"Stone, Gertrude L. (Gertrude Lincoln)"
"Stone, Henry Lane"
"Stone, J. M. (Jean Mary)"
"Stone, James Madison"
"Stone, Louis"
"Stone, William L. (William Leete)"
"Stonehouse, James"
"Stoner, Winifred Sackville"
"Stoney, Constance"
"Stopes, C. C. (Charlotte Carmichael)"
"Stopes, Marie Carmichael"
"Stopher, Chas. A."
"Storey, G. A. (George Adolphus)"
"Storm, Marian"
"Storm, Theodor"
"Storrick, William C."
"Story, William Wetmore"
"Stoughton, John"
"Stout, H. R. (Henry Rice)"
"Stout, Rex"
"Stovall, Pleasant A."
"Stover, Wilbur B."
"Stow, John"
"Stowe, Harriet Beecher"
"Strachey, John St. Loe"
"Strachey, Lytton"
"Strahan, James"
"Strang, Alan L."
"Strang, Herbert"
"Strang, Herbert, Mrs."
"Strang, Lewis Clinton"
"Strange, Edward Fairbrother"
"Strange, Michael"
"Strange, Robert"
"Strasburger, Eduard"
"Stratemeyer, Edward"
"Stratton, Clarence"
"Stratton, Lilyan"
"Stratton, Stephen S. (Stephen Samuel)"
"Stratton-Porter, Gene"
"Straus, Oscar S. (Oscar Solomon)"
"Straus, Ralph"
"Stravinsky, Igor"
"Strayer, George D. (George Drayton)"
"Streatfeild, R. A. (Richard Alexander)"
"Streckfuss, Adolf"
"Stredder, Eleanor"
"Street, George Edmund"
"Street, Julian"
"Streeter, Edward"
"Streeter, John Williams"
"Streicher, Andreas"
"Streight, Abel D."
"Stresemann, Gustav"
"Stretton, Hesba"
"Streuvels, Stijn"
"Stribling, T. S. (Thomas Sigismund)"
"Strickland, Agnes"
"Strickland, Jane Margaret"
"Strickland, Samuel"
"Strickland, W. P. (William Peter)"
"Striker, Fran"
"Strindberg, August"
"Stringer, Arthur"
"Stroebe, Klara"
"Strohm, Rufus T. (Rufus Tracy)"
"Strong, Anne Hervey"
"Strong, Augustus Hopkins"
"Strong, Dawsonne M."
"Strong, Grace Cooke"
"Strong, Harrington"
"Strong, James"
"Stroobant, Eugeen Edward"
"Stroyer, Jacob"
"Strubberg, Friedrich Armand"
"Strunk, William"
"Strunsky, Simeon"
"Strutt, Joseph"
"Stryker, Elisabeth G."
"Strömberg, Sigge"
"Stuart, Esmè"
"Stuart, Florence Partello"
"Stuart, G. B."
"Stuart, Gordon (Adventure story writer)"
"Stuart, James"
"Stuart, Janet Erskine"
"Stuart, John McDouall"
"Stuart, Muriel"
"Stuart, Ruth McEnery"
"Stuart, William W."
"Stubbs, Charles William"
"Stubbs, Laura"
"Stubbs, William Carter"
"Stuck, Hudson"
"Stucker, Gilbert F."
"Studd, C. T. (Charles Thomas)"
"Stull, Bertram O."
"Sturge, Joseph"
"Sturgeon, Mary C."
"Sturgis, Melvin"
"Sturgis, Russell"
"Sturt, Charles"
"Sturt, George"
"Stutzman, John J."
"Stuxberg, Anton"
"Su'anzhuren, active 18th century"
"Su, E, jin shi 886"
"Su, Manshu"
"Su, Shi"
"Su, Xun"
"Suchard, Philippe"
"Sudermann, Clara"
"Sudermann, Hermann"
"Sue, Eugène"
"Suematsu, Kencho"
"Suffling, Ernest R. (Ernest Richard)"
"Sukhovo-Kobylin, A. (Aleksandr)"
"Sullivan, A.M. (Alexander Martin)"
"Sullivan, Alan"
"Sullivan, Arthur"
"Sullivan, Francis William"
"Sullivan, J. W. (James William)"
"Sullivan, James R."
"Sullivan, May Kellogg"
"Sullivan, T. D. (Timothy Daniel)"
"Sullivan, W. R. Washington (William Robert Washington)"
"Sully, James"
"Summerfield, John"
"Summerhayes, Martha"
"Sumner, Charles"
"Sumner, George Henry"
"Sumner, William Graham"
"Sun, Guangxian"
"Sun, Yat-sen"
"Sundén, Daniel Anton"
"Sunity Devee, Maharani of Cooch Behar"
"Sunzi, active 6th century B.C."
"Sunzi, approximately 5th century"
"Suolahti, Gunnar"
"Suomalainen, Samuli"
"Supino, I. B. (Igino Benvenuto)"
"Surtees, Robert Smith"
"Surtees, Scott F. (Scott Frederick)"
"Surtees, William"
"Surányi, Miklós"
"Susag, S. O."
"Sutcliffe, Halliwell"
"Sutcliffe, John D."
"Suter, William E."
"Sutherland, David"
"Sutherland, George"
"Sutherland, Halliday"
"Sutherland, Howard V. (Howard Vigne)"
"Sutphen, Van Tassel"
"Sutro, Alfred"
"Sutro, Emil"
"Sutro, Theodore"
"Suttner, Bertha von"
"Sutton, Adah Louise"
"Sutton, Jeff"
"Sutton, Lee"
"Sutton, Margaret"
"Sverdrup, Harald Ulrik"
"Svietla, Karolina"
"Swain, Dwight V."
"Swain, E. G. (Edmund Gill)"
"Swain, George Fillmore"
"Swain, Richard La Rue"
"Swainson, Frederick"
"Swainson, William"
"Swammerdam, Jan"
"Swan, Annie S. (Annie Shepherd)"
"Swan, Miranda Eliot"
"Swan, Moses"
"Swedenborg, Emanuel"
"Sweeney, Alexander"
"Sweeney, William Allison"
"Sweeney, Z. T. (Zachary Taylor)"
"Sweet, Henry"
"Sweeting, W. D. (Walter Debenham)"
"Sweetser, Arthur"
"Sweetser, Kate Dickinson"
"Sweetser, M. F. (Moses Foster)"
"Swem, Earl Gregg"
"Swet, Pearl Norton"
"Swett, Samuel"
"Swett, Sophie Miriam"
"Swieten, Gerard, Freiherr van"
"Swift, Jonathan"
"Swiggett, Hobart Donald"
"Swiggett, S. A. (Samuel A.)"
"Swinburne, Algernon Charles"
"Swinburne, T. R."
"Swinnerton, Frank"
"Swinton, Ernest Dunlop"
"Swinton, William"
"Swisshelm, Jane Grey Cannon"
"Sykes, Daniel Frederick Edward"
"Sykes, Frederick Hugh, Sir"
"Sykes, Percy Molesworth, Sir"
"Sylva, Carmen"
"Sylvain, Adrien"
"Sylvester, Charles Herbert"
"Syme, William Anderson"
"Symonds, John Addington"
"Symons, Arthur"
"Symons, John C. (John Christian)"
"Synge, J. M. (John Millington)"
"Synge, M. B. (Margaret Bertha)"
"Szemere, György"
"Sá-Carneiro, Mário de"
"Sánchez Galarraga, Gustavo"
"Sébillot, Paul"
"Séché, Leon"
"Ségur, Philippe-Paul, comte de"
"Ségur, Sophie, comtesse de"
"Sénac de Meilhan, Gabriel"
"Sévigné, Marie de Rabutin-Chantal, marquise de"
"Söderberg, Hjalmar"
"Sørensen, Carl"
"Słowacki, Juliusz"
"Tabakow, Lou"
"Tabb, John B. (John Banister)"
"Tabor, Alta"
"Tacitus, Cornelius"
"Tadlock, Max"
"Taft, Lorado"
"Taft, William H. (William Howard)"
"Taft, William Nelson"
"Taggart, Mabel G."
"Taggart, Marion Ames"
"Taggart, Ralph C."
"Tagger, Theodor"
"Tagore, Rabindranath"
"Tailhade, Laurent"
"Taine, Hippolyte"
"Tait, James Selwin"
"Talbot, Eugene S. (Eugene Solomon)"
"Talbot, Frederick A."
"Talbot, Frederick Arthur Ambrose"
"Talbot, Henry Paul"
"Talbot, N. S. (Neville Stuart)"
"Talbot, William Henry Fox"
"Tall, Stephen"
"Talley, Thomas Washington"
"Talleyrand-Périgord, Charles Maurice de, prince de Bénévent"
"Talmage, Eleanor McCutcheon"
"Talmage, James E. (James Edward)"
"Talmage, John Van Nest"
"Talmage, T. De Witt (Thomas De Witt)"
"Talman, Charles Fitzhugh"
"Talmey, Bernard Simon"
"Talvioja, Kuuno A."
"Tamayo y Baus, Manuel"
"Tang, Jingwu"
"Tang, Xianzu"
"Tangye, Richard, Sir"
"Tanizaki, Jun'ichiro"
"Tanner, J. R. (Joseph Robson)"
"Tanner, Nestor"
"Tanner, Thomas Hawkes"
"Tańska-Hoffmanowa, Klementyna"
"Tao, Qian"
"Tappan, Caroline Sturgis"
"Tappan, Eva March"
"Tappan, Henry Philip"
"Tappan, Lewis"
"Tapper, Thomas"
"Tarbell, F. B. (Frank Bigelow)"
"Tarbell, Ida M. (Ida Minerva)"
"Tarbell, Lee"
"Tarchetti, Iginio Ugo"
"Tarde, Gabriel de"
"Tardivel, Jules-Paul"
"Tarkington, Booth"
"Tarn, W. W. (William Woodthorpe)"
"Tarrant, W. G. (William George)"
"Tasso, Torquato"
"Tatlow, Joseph"
"Taunay, Alfredo d'Escragnolle Taunay, Visconde de"
"Tavaststjerna, Karl August"
"Tavernier, E. Edouard"
"Tawney, R. H. (Richard Henry)"
"Tayler, Charles B. (Charles Benjamin)"
"Tayler, James"
"Taylor, A. E."
"Taylor, Ann"
"Taylor, Archer"
"Taylor, Bayard"
"Taylor, Benjamin F. (Benjamin Franklin)"
"Taylor, Benjamin"
"Taylor, Bert Leston"
"Taylor, C. Bryson"
"Taylor, Charles M. (Charles Maus)"
"Taylor, David C. (David Clark)"
"Taylor, Edward C."
"Taylor, Edward Harrison"
"Taylor, Frances Lilian"
"Taylor, Frederick Winslow"
"Taylor, G. Winifred (Gertrude Winifred)"
"Taylor, George A. (George Augustine)"
"Taylor, Henry Osborn"
"Taylor, Henry Weston"
"Taylor, Ida Ashworth"
"Taylor, J. A."
"Taylor, Jack"
"Taylor, James Hudson"
"Taylor, John M. (John Metcalf)"
"Taylor, John"
"Taylor, Joseph"
"Taylor, Meadows"
"Taylor, Norman"
"Taylor, Rachel Annand"
"Taylor, Richard"
"Taylor, Robt. L. (Robert Love)"
"Taylor, Thomas E."
"Taylor, Thomas"
"Taylor, Tom"
"Taylor, Walter P. (Walter Penn)"
"Taylor, William Alexander"
"Taylor, William M. (William Mackergo)"
"Taylor, William"
"Taylor, Zachary"
"Teakle, Thomas"
"Teall, F. Horace"
"Teasdale, Sara"
"Tebb, William"
"Teetgen, Alexander"
"Tefft, Lyman Beecher"
"Tegnér, Esaias"
"Teichmann, Albert"
"Teichner, Albert"
"Teirlinck, Herman"
"Telford, Emma Paddock"
"Tellegen, B. D. H. (Bernard Dominicus Hubertus)"
"Telles, João José de Sousa"
"Tellier, Jules"
"Tello de Magalhães Collaço, João Maria"
"Telting, Albartus"
"Temple, E. B."
"Temple, Frederick"
"Temple, Richard Carnac, Sir"
"Temple, William"
"Templeton, Timothy"
"Tench, Watkin"
"Tenggu, Guxiang"
"Tenn, William"
"Tennant, John A."
"Tennent, James Emerson, Sir"
"Tenneshaw, S. M."
"Tenniel, John"
"Tennyson, A. B. S. (Alfred Browning Stanley)"
"Tennyson, Alfred Tennyson, Baron"
"Tennyson, Hallam Tennyson, Baron"
"Tepl, Johannes von"
"Teresa, of Avila, Saint"
"Terhune, Albert Payson"
"Terman, Lewis M. (Lewis Madison)"
"Terrill, J. Newton (John Newton)"
"Terry, Ellen"
"Terry, Isaac"
"Terry, Jean F. (Jean Finlay)"
"Terry, Milton Spenser"
"Terwilliger, L. Roy"
"Tesla, Nikola"
"Testa, Carlos"
"Tetley, William C."
"Tettoni, Leone"
"Teubner, B. G."
"Tevis, Walter S."
"Texier, Edmond"
"Thacher, James"
"Thackeray, William Makepeace"
"Thaly, Kálmán"
"Thanet, Octave"
"Thatcher, B. B."
"Thatcher, Roscoe Wilfred"
"Thayer, Alexander Wheelock"
"Thayer, Ella Cheever"
"Thayer, George B."
"Thayer, Martin Russell"
"Thayer, Thomas Prence"
"Thayer, William Makepeace"
"Thayer, William Roscoe"
"Theilhaber, Felix A. (Felix Aaron)"
"Theiss, Lewis E. (Lewis Edwin)"
"Theobald, Mr. (Lewis)"
"Theuriet, André"
"Thicknesse, Philip"
"Thieme, Hugo P. (Hugo Paul)"
"Thieme, Richard"
"Thierry, Amédée"
"Thierry, James Francis"
"Thiers, Adolphe"
"Thies, Hans Arthur"
"Thiessen, V. E."
"Thiry, Antoon Frans"
"Thiéry de Menonville, Nicolas-Joseph"
"Thoma, Albrecht"
"Thoma, Ludwig"
"Thomas, Abel C. (Abel Charles)"
"Thomas, Aquinas, Saint"
"Thomas, Augustus"
"Thomas, Bertha"
"Thomas, C. H."
"Thomas, Calvin"
"Thomas, Cyrus"
"Thomas, Edith Matilda"
"Thomas, Edith May Bertels"
"Thomas, Edward"
"Thomas, Frederick W. (Frederick William)"
"Thomas, Hampton Sidney"
"Thomas, J. J. (John Jacob)"
"Thomas, Jean"
"Thomas, Northcote Whitridge"
"Thomas, W. H. (William Henry)"
"Thomas, W. H. Griffith (William Henry Griffith)"
"Thomas, William Isaac"
"Thomas, William S."
"Thomas, à Kempis"
"Thomasson, Pehr"
"Thomes, William Henry"
"Thompson, A. C. (Augustus Charles)"
"Thompson, A. Hamilton (Alexander Hamilton)"
"Thompson, Alexander M. (Alexander Mattock)"
"Thompson, Arthur R. (Arthur Ripley)"
"Thompson, C. J. S. (Charles John Samuel)"
"Thompson, Charles Miner"
"Thompson, Charles"
"Thompson, Daniel P. (Daniel Pierce)"
"Thompson, Don"
"Thompson, Edward John"
"Thompson, Francis"
"Thompson, George"
"Thompson, Holland"
"Thompson, Isabel"
"Thompson, James Westfall"
"Thompson, Jean M."
"Thompson, John G. (John Gilbert)"
"Thompson, L. S. (Lucy S.)"
"Thompson, Maurice"
"Thompson, Max C."
"Thompson, Richard"
"Thompson, Ruth Plumly"
"Thompson, Samuel"
"Thompson, Seymour D. (Seymour Dwight)"
"Thompson, Silvanus P. (Silvanus Phillips)"
"Thompson, Slason"
"Thompson, William"
"Thomson, A. T., Mrs."
"Thomson, Alexis"
"Thomson, Andrew"
"Thomson, Basil"
"Thomson, Charles Goff"
"Thomson, Christopher Birdwood"
"Thomson, Edward William"
"Thomson, H. Byerley (Henry Byerley)"
"Thomson, J. Arthur (John Arthur)"
"Thomson, J. J. (Joseph John)"
"Thomson, J. Pringle (James Pringle)"
"Thomson, James"
"Thomson, John Stuart"
"Thomson, John, active 1732"
"Thomson, M. Pearson"
"Thomson, Thomas"
"Thomssen, Edgar George"
"Thoreau, Henry David"
"Thoresen, Magdalene"
"Thornaday, W. T."
"Thornber, J. J. (John James)"
"Thornburgh, George"
"Thornbury, Walter"
"Thorndike, Ashley Horace"
"Thorndike, Edward L. (Edward Lee)"
"Thorne, Guy"
"Thorne, Jack"
"Thorne, James Frederic"
"Thorne, Mabel"
"Thorne, W. S."
"Thorne-Thomsen, Gudrun"
"Thornton, Gregory"
"Thornton, William Thomas"
"Thorpe, Fred"
"Thorpe, William Henry"
"Thouar, Pietro"
"Threlfall, Richard"
"Thring, Edward"
"Throop, Lucy Abbot"
"Thrupp, George Athelstane"
"Thruston, Lucy M."
"Thureau-Dangin, Paul"
"Thursfield, James R. (James Richard)"
"Thurstan, Violetta"
"Thurston, E. Temple (Ernest Temple)"
"Thurston, Edgar"
"Thurston, I. T. (Ida Treadwell)"
"Thurston, Katherine Cecil"
"Thurston, R. B. (Richard Bowers)"
"Thurston, Robert Henry"
"Thury, Zoltán"
"Thwaites, Reuben Gold"
"Thwing, Charles Franklin"
"Thynne, Francis"
"Thébaud, Augustus J."
"Thérèse, de Lisieux, Saint"
"Tibbits, Charles John"
"Tibbitts, Charles John"
"Tidwell, Josiah Blake"
"Tidy, Charles Meymott"
"Tieck, Ludwig"
"Tiedge, Christoph August"
"Tietjens, Eunice"
"Tiffany, John K. (John Kerr)"
"Tiffany, Osmond"
"Tigri, Giuseppe"
"Tihlä, Hilda"
"Tilden, J. H. (John Henry)"
"Tilden, Joe"
"Tilden, Samuel J."
"Tilden, William T. (William Tatem)"
"Tileston, Mary Wilder"
"Tileston, Merrill"
"Tille, Václav"
"Tillier, Claude"
"Tilling, Robert I."
"Tillinghast, Pardon Elisha"
"Tilton, George Henry"
"Tilton, Theodore"
"Timbs, John"
"Timerding, H. E. (Heinrich Emil)"
"Timlow, Elizabeth Weston"
"Timmermans, Felix"
"Timmins, H. Thornhill (Henry Thornhill)"
"Timrod, Henry"
"Tingley, John H."
"Tinker, Chauncey Brewster"
"Tinker, Joseph"
"Tinseau, Léon de"
"Tinsley, Henry C."
"Tinsley, Jim"
"Tiplady, Thomas"
"Tischner, August"
"Tissandier, Albert"
"Tissandier, Gaston"
"Tissot, S. A. D. (Samuel Auguste David)"
"Tissot, Victor"
"Tit, Tom"
"Titchener, Edward Bradford"
"Titus, Harold"
"Tiuppa, Otto"
"Tocqueville, Alexis de"
"Todd, Burbank L."
"Todd, David P. (David Peck)"
"Todd, James Campbell"
"Todd, Margaret Georgina"
"Todd, Mattie Phipps"
"Todd, Thomas Olman"
"Todhunter, I. (Isaac)"
"Todhunter, John"
"Toledano, C. A."
"Tolentino, Aurelio"
"Tolentino, Nicolau"
"Tolkien, J. R. R. (John Ronald Reuel)"
"Toller, Ernst"
"Tolman, Albert Walter"
"Tolman, L. M."
"Tolman, Richard C. (Richard Chace)"
"Tolstaia, A. A. (Aleksandra Andreevna), grafinia"
"Tolstaia, S. A. (Sofia Andreevna)"
"Tolstoi, Ilia Lvovich, Graf"
"Tolstoy, Aleksey Konstantinovich, graf"
"Tolstoy, Leo, graf"
"Tombo, Rudolf"
"Tombs, Robert Charles"
"Tomlinson, Abraham"
"Tomlinson, Charles"
"Tomlinson, Everett T. (Everett Titsworth)"
"Tomlinson, H. M. (Henry Major)"
"Tomlinson, Paul G. (Paul Greene)"
"Tommaseo, Niccolò"
"Tompa, László"
"Tompkins, Cydnor Bailey"
"Tompkins, Herbert W. (Herbert Winckworth)"
"Tooker, William Wallace"
"Toomer, Jean"
"Topelius, Toini Mathilda"
"Topelius, Zacharias"
"Topham, Anne"
"Toplady, Augustus"
"Tordoff, Harrison Bruce"
"Torelli, Luigi"
"Torpey, Dorothy Margaret"
"Torre, Rafael Martínez de la"
"Torrey, Bradford"
"Torrey, Jesse, active 1787-1834"
"Torrey, R. A. (Reuben Archer)"
"Torrey, William"
"Tosi, Pier Francesco"
"Toudouze, Gustave"
"Toulet, Paul Jean"
"Tourgée, Albion Winegar"
"Tourtel, Mary"
"Tourzel, Louise Elisabeth, Duchesse de"
"Tousley, Victor H. (Victor Hugo)"
"Tout, T. F. (Thomas Frederick)"
"Tower, Anna E."
"Tower, G. B. N. (George Bates Nichols)"
"Towers, Walter Kellogg"
"Towianski, Andrzej"
"Towle, George M. (George Makepeace)"
"Towne, Elizabeth"
"Towne, Ellis"
"Townley, Houghton"
"Townley, James"
"Towns, Charles Barnes"
"Townsend, George Alfred"
"Townsend, George Fyler"
"Townsend, John Kirk"
"Townsend, John Wilson"
"Townsend, Martin I. (Martin Ingham)"
"Townsend, Mary Ashley"
"Townshend, R. B. (Richard Baxter)"
"Toy, Crawford Howell"
"Toynbee, Arnold J."
"Toynbee, Arnold"
"Toyne, S. M."
"Tozer, A. W. (Aiden Wilson)"
"Tracy, Louis"
"Tracy, Virginia"
"Tracy, W. W. (William Warner)"
"Trafton, Adeline"
"Trager, Hannah"
"Traill, Catharine Parr Strickland"
"Traill, Catherine Parr Strickland"
"Traill, H. D. (Henry Duff)"
"Train, Arthur Cheney"
"Train, George Francis"
"Trakl, Georg"
"Trapp, Joseph"
"Trask, Katrina"
"Trast, V. K."
"Travers, J. M., Col."
"Trayes, Frederic George"
"Treacher, W. H. (William Hood), Sir"
"Treanor, Thomas Stanley"
"Treat, Mary"
"Trecartin, John S."
"Tree, Herbert Beerbohm, Sir"
"Tree, Iris"
"Treganza, Adan E. (Adan Eduardo)"
"Tregarthen, Enys"
"Tregarthen, J. C. (John Coulson)"
"Tregellas, Walter H. (Walter Hawken)"
"Treitschke, Heinrich von"
"Trelawny, Edward John"
"Treller, Franz"
"Tremaine, Frederick Orlin"
"Tremayne, Eleanor E."
"Trench, Richard Chenevix"
"Trenck, Friedrich, Freiherr von der"
"Trent, Hilary"
"Trent, Martha"
"Trent, William P. (William Peterfield)"
"Tressell, Robert"
"Treub, M. W. F. (Marie Willem Frederik)"
"Trevelyan, George Otto"
"Trevelyan, Janet Penrose"
"Trevena, John"
"Trevers, Joseph"
"Treves, Frederick"
"Treves, Virginia"
"Treves, Vittorio"
"Trevithick, Francis"
"Tridon, André"
"Triemens, Joseph"
"Trienens, Roger J."
"Trigo, Felipe"
"Trikoupes, Spyridon"
"Trimble, Louis"
"Trine, Ralph Waldo"
"Trissino, Giovanni Giorgio"
"Trolle, Alf"
"Trolle, Henrik af"
"Trollope, Anthony"
"Trollope, Frances Eleanor"
"Trollope, Frances Milton"
"Trollope, Thomas Adolphus"
"Trotsky, Leon"
"Trotter, Catharine"
"Trotter, I. Lilias (Isabella Lilias)"
"Trotter, Isabella Strange"
"Trotter, James M."
"Trotter, Melvin E. (Melvin Earnest)"
"Trotter, Wilfred"
"Troughton, Adolphus Charles"
"Trounce, H. D. (Harry Davis)"
"Troward, T. (Thomas)"
"Trowbridge, J. T. (John Townsend)"
"Trowbridge, W. R. H. (William Rutherford Hayes)"
"True, Frederick W. (Frederick William)"
"True, John Preston"
"Trueb, Linda"
"Trueba y Cosío, Joaquín Telesforo de"
"Trueba, Antonio de"
"Trueblood, Edward Alva"
"Trueman, Howard"
"Truman, Harry S."
"Trumble, Alfred"
"Trumbull, Annie Eliot"
"Trumbull, H. Clay (Henry Clay)"
"Trumbull, J. Hammond (James Hammond)"
"Trusler, John"
"Trusta, H."
"Tryon, Tho."
"Tschechow, Anton"
"Tschudi, Clara"
"Tschudi, Johann Jakob von"
"Tuason, Joaquín"
"Tubbs, Frank Herbert"
"Tucić, Srgjan Pl."
"Tucker, George"
"Tucker, Josiah"
"Tucker, Kate"
"Tucker, Sophie"
"Tucker, St. George"
"Tucker, T. G. (Thomas George)"
"Tuckerman, Bayard"
"Tuckerman, Henry T. (Henry Theodore)"
"Tuckwell, William"
"Tudesq, André"
"Tufts, James Hayden"
"Tuke, Daniel Hack"
"Tuker, M. A. R. (Mildred Anna Rosalie)"
"Tullidge, Edward W."
"Tulloch, John"
"Tumulty, Joseph P. (Joseph Patrick)"
"Tupper, Martin F."
"Tupper, Martin Farquhar"
"Turberville, Arthur Stanley"
"Turberville, T. C."
"Turgenev, Ivan Sergeevich"
"Turgeon, Charles Marie Joseph"
"Turle, Frederica J."
"Turley, Charles"
"Turnbull, Alexander"
"Turnbull, Lawrence, Mrs."
"Turnbull, Margaret"
"Turnbull, Robert"
"Turner, Dawson"
"Turner, Edward Raymond"
"Turner, Ethel Sybil"
"Turner, Frederick Jackson"
"Turner, George"
"Turner, H. H. (Herbert Hall)"
"Turner, Lilian"
"Turner, Lucien M. (Lucien McShan)"
"Turner, Matthew"
"Turner, Mrs. (Elizabeth)"
"Turner, Nancy Byrd"
"Turner, Nat"
"Turner, Percy Moore"
"Turner, Robert"
"Turner, William O."
"Turner-Zimmermann, Jean"
"Turpin, Edna Henry Lee"
"Turpin, F. H. (François Henri)"
"Turton, W. H. (William Harry)"
"Turunen, Armas E."
"Tussac, F.-R. de (Fr.-Richard)"
"Tussaud, John Theodore"
"Tusser, Thomas"
"Tutchin, John"
"Tuthill, Cornelia L. (Cornelia Louisa)"
"Tuttle, Edmund B. (Edmund Bostwick)"
"Tuttle, Hudson"
"Tuttle, Thos. D."
"Twain, Mark"
"Tweedale, Violet"
"Tweedie, W. K."
"Twiss, Richard"
"Twiss, Travers"
"Two-Shoes, Margery"
"Twopeny, Richard Ernest Nowell"
"Tyack, Geo. S. (George Smith)"
"Tyas, Robert"
"Tyerman, L. (Luke)"
"Tyler, Anna Cogswell"
"Tyler, James Endell"
"Tyler, John M. (John Mason)"
"Tyler, John"
"Tyler, Lyon Gardiner"
"Tyler, Moses Coit"
"Tyler, Royall"
"Tyler, Sydney"
"Tyler, William N. (William Nelson)"
"Tylor, Alfred"
"Tylor, Edward B. (Edward Burnett)"
"Tymon, Frank"
"Tynan, Katharine"
"Tyndale, Walter"
"Tyndale, William"
"Tyndall, John"
"Tyrrell, Chas. A. (Charles Alfred)"
"Tyrrell, Eleanor"
"Tyrrell, George"
"Tyson, Edward"
"Tyssot de Patot, Simon"
"Tytler, Ann Fraser"
"Tytler, Patrick Fraser"
"Tytler, Sarah"
"Tömörkény, István"
"Töpffer, Rudolf"
"Törmälä, Emanuel"
"Török, Károly"
"Ubaldini, Petruccio"
"Uccellini, Primo"
"Uchard, Mario"
"Udall, Nicholas"
"Udden, Johan August"
"Uhland, Ludwig"
"Uhlrich, E."
"Uildriks, Frederike J. van"
"Ukers, William H. (William Harrison)"
"Ulbach, Louis"
"Ulehake, J."
"Ulfeldt, Leonora Christina, grevinde"
"Ulmer, George T."
"Ulrichs, Karl Heinrich"
"Unamuno, Miguel de"
"Underhill, A. Leah (Ann Leah)"
"Underhill, Evelyn"
"Underwood, Agnes S."
"Underwood, J. L. (John Levi)"
"Underwood, L. H."
"Undiano y Gastelu, Sebastian"
"Undset, Sigrid"
"Unruh, Fritz von"
"Untermeyer, Louis"
"Upham, Charles Wentworth"
"Upham, Samuel C. (Samuel Curtis)"
"Upham, William P. (William Phineas)"
"Uphues, Goswin"
"Upton, Bertha"
"Upton, George P. (George Putnam)"
"Upward, Allen"
"Urabi, Ahmad"
"Urban, Emil K."
"Urban, Helen M."
"Urban, Henry F."
"Ure, Andrew"
"Urner, Nathan Dane"
"Urner, Nathan Dean"
"Urquhart, Lewis K."
"Urzidil, Johannes"
"Ussing, Johan Louis"
"Uzanne, Octave"
"Vacandard, E. (Elphège)"
"Vachell, Horace Annesley"
"Vaders, Henrietta"
"Vail, Henry Hobart"
"Vaile, Charlotte M. (Charlotte Marion)"
"Vaile, P. A. (Percy Adolphus)"
"Vaill, Dudley Landon"
